FIPS,renter_occupied
060374638003,194
060374638004,106
060374639001,403
060374639002,688
060374639003,365
060374640001,128
060374640002,141
060374640003,436
060374640004,145
060374640005,914
060374641011,43
060374641012,4
060374641013,43
060374641021,292
060374641022,266
060374641023,989
060374641024,179
060374642001,136
060374642002,48
060374642003,219
060374642004,24
060374642005,129
060374642006,268
060374800021,27
060374800022,286
060374800023,221
060374800111,1452
060374800112,1721
060374800121,700
060374800122,589
060374800123,398
060374800124,266
060374801011,846
060374801012,328
060374801013,291
060374801021,272
060374801022,127
060374801023,820
060374801024,431
060374802011,89
060374802012,105
060374802013,276
060374802021,341
060374802022,180
060374802023,169
060374803021,665
060374803022,464
060374803023,1434
060374803031,1088
060374803032,2385
060374803041,1531
060374803042,843
060374803043,1104
060374804001,183
060374804002,2052
060374804003,944
060374805001,285
060374805002,565
060374805003,211
060374805004,428
060374806011,513
060374806012,655
060374806013,1985
060374806021,1195
060374806022,208
060374806023,600
060374806024,217
060374807021,235
060374807022,1148
060374807031,563
060374807032,1103
060374807041,432
060374807042,1561
060374807043,633
060374808021,171
060374808022,573
060374808031,233
060374808032,353
060374808033,210
060374808034,497
060374808041,1734
060374808042,2347
060374809011,1474
060374809012,938
060374809013,1246
060374809021,2655
060374809022,1049
060374809031,1955
060374810011,813
060374810012,1292
060374810013,883
060374810021,939
060374810022,1451
060374810023,1381
060374811011,1724
060374811012,1042
060374811021,1347
060374811022,583
060374811023,1410
060374811031,712
060374811032,782
060374811033,510
060374811034,385
060374812011,483
060374812012,887
060374812013,1096
060374812031,1883
060374812032,749
060374812033,417
060374813001,823
060374813002,568
060374814011,1903
060374814012,466
060374814013,525
060374814031,866
060374814032,989
060374814041,265
060374814042,1072
060374814043,195
060374815001,751
060374815002,358
060374815003,265
060374816031,1442
060374816032,130
060374816041,656
060374816042,1883
060374816051,521
060374816052,558
060374816053,481
060374816061,1463
060374816062,1262
060374816063,737
060374817111,1943
060374817112,1495
060374817121,2131
060374817122,1629
060374817131,1166
060374817132,423
060374817141,1323
060374817142,696
060374818001,161
060374818002,270
060374819011,72
060374819012,284
060374819013,199
060374819014,1299
060374819021,1146
060374819022,476
060374820011,170
060374820012,44
060374820021,406
060374820022,649
060374820023,391
060374820024,1798
060374821011,465
060374821012,849
060374821013,967
060374821021,483
060374821022,147
060374822011,1006
060374822012,778
060374822013,436
060374822021,827
060374822022,797
060374822023,2132
060374823011,871
060374823012,326
060374823013,1336
060374823014,370
060374823031,968
060374823032,1083
060374823033,1259
060374823041,1539
060374823042,740
060374824011,777
060374824012,1185
060374824031,2293
060374824041,0
060374824042,594
060374825021,548
060374825022,1141
060374825031,1478
060374825032,1136
060374825211,338
060374825212,603
060374825213,617
060374825221,702
060374825222,562
060374825223,193
060374826001,542
060374826002,305
060374826003,820
060374826004,630
060374827011,449
060374827012,868
060374827013,627
060374827014,0
060374827021,420
060374827022,177
060374828011,313
060374828012,209
060374828013,731
060375001001,0
060375001002,193
060375001003,0
060375002021,0
060375002022,97
060375002023,291
060375002024,86
060375002025,0
060375002031,0
060375002032,0
060375002033,296
060375002041,112
060375003001,201
060375004021,313
060375004022,1011
060375004023,975
060375004031,321
060375004032,23
060375004041,294
060375004042,29
060375004043,128
060375004044,482
060375005001,741
060375006001,185
060375006002,336
060375006003,14
060375006004,277
060375006005,358
060375007001,228
060375007002,621
060375007003,125
060375007004,77
060375007005,466
060375007006,188
060375008001,290
060375008002,514
060375008003,335
060375009001,347
060375009002,232
060375009003,862
060375009004,1072
060375010011,644
060375010012,719
060375010021,175
060375010022,298
060375010023,180
060375012001,621
060375012002,815
060375013011,709
060375013012,47
060375013021,218
060375013022,1549
060375013023,390
060375014001,430
060375014002,1174
060375014003,594
060375015011,450
060375015031,1073
060375015032,344
060375015033,1332
060375015034,1925
060375015041,1337
060375015042,638
060375015043,965
060375016001,752
060375016002,1791
060375016003,22
060375016004,0
060375016005,28
060375017001,18
060375017002,713
060375017003,225
060375017004,411
060375018021,273
060375018022,460
060375018023,480
060375018031,1401
060375018032,2060
060375018041,979
060375018042,716
060375019001,360
060375019002,27
060375019003,129
060375019004,269
060375020031,485
060375020032,694
060375020041,408
060375020042,1573
060375020051,190
060375020052,785
060375020053,1030
060375021001,130
060375021002,975
060375021003,113
060375022001,251
060375022002,1031
060375022003,339
060375022004,974
060375023031,253
060375023032,232
060375023033,61
060375023034,429
060375023035,1875
060375024011,356
060375024012,778
060375024013,515
060375024021,171
060375024022,340
060375025001,689
060375025002,1001
060375026021,1120
060375026022,686
060375026023,286
060375026031,370
060375026032,112
060375026041,20
060375026042,212
060375026043,108
060375027001,998
060375027002,261
060375027003,150
060375027004,517
060375028011,201
060375028012,111
060375028013,157
060375028014,464
060375028015,26
060375029011,61
060375029012,704
060375029013,336
060375030001,424
060375030002,1371
060375030003,861
060375030004,385
060375031031,149
060375031032,460
060375031033,191
060375031034,716
060375031041,722
060375031051,244
060375031052,1295
060375031061,291
060375031062,255
060375031063,748
060375032011,0
060375032012,34
060375032013,104
060375032021,395
060375032022,369
060375032023,1212
060375033011,33
060375033012,162
060375033013,293
060375033021,338
060375033022,2000
060375033023,742
060375034011,90
060375034012,256
060375034013,50
060375034014,251
060375034015,882
060375034021,367
060375034022,261
060375034023,353
060375035011,786
060375035012,1195
060375035013,410
060375035021,117
060375035022,335
060375035023,506
060375036011,459
060375036012,338
060375036013,75
060375036021,24
060375036022,229
060375037011,579
060375037012,862
060375037021,239
060375037022,1781
060375037041,446
060375037042,563
060375037051,384
060375037052,425
060375038011,476
060375038012,95
060375038013,494
060375038021,174
060375038022,139
060375038023,556
060375039011,113
060375039012,155
060375039021,408
060375039022,169
060375039023,357
060375039024,0
060375040011,287
060375040012,314
060375040013,30
060375040021,98
060375040022,501
060375040023,40
060375040024,83
060375040025,279
060375041011,1156
060375041012,176
060375041013,230
060375042001,2132
060375042002,553
060375042003,1904
060375300051,492
060375300052,469
060375300061,3155
060375300062,829
060375300071,1161
060375300072,182
060375300073,121
060375300074,92
060375301011,1202
060375301012,1592
060375301013,624
060375301014,404
060375301021,824
060375301022,764
060375301023,695
060375301024,611
060375302021,382
060375302022,470
060375302023,371
060375302031,1507
060375302032,516
060375302041,773
060375302042,1718
060375303011,1207
060375303021,531
060375303022,1478
060375303023,821
060375303024,535
060375304001,0
060375304002,1160
060375304003,1573
060375305001,1285
060375305002,574
060375305003,368
060375306031,654
060375306032,562
060375306033,1026
060375307001,983
060375308011,1006
060375308012,628
060375308013,625
060375308014,1072
060375308021,362
060375308022,751
060375309011,914
060375309012,1130
060375309013,874
060375309021,915
060375309022,1639
060375310001,1212
060375310002,562
060375310003,1123
060375311011,957
060375311012,743
060375311013,1824
060375311014,602
060375311021,1217
060375311022,684
060375312011,1506
060375312012,1660
060375312021,1438
060375312022,1955
060375313011,1300
060375313012,733
060375313013,1590
060375313014,1142
060375313021,753
060375313022,1204
060375313023,526
060375313024,1248
060375315021,550
060375315022,1647
060375315031,1145
060375315032,806
060375315041,909
060375315042,1486
060375316021,546
060375316022,701
060375316023,1704
060375316031,555
060375316032,1755
060375316041,1213
060375316042,1194
060375317011,1332
060375317012,1616
060375317021,1089
060375317022,797
060375317023,1102
060375318001,1952
060375318002,1272
060375318003,267
060375319011,1141
060375319012,727
060375319013,1434
060375319014,457
060375319021,357
060375319022,1320
060375319023,886
060375320011,1407
060375320012,652
060375320021,557
060375320022,1661
060375321011,1545
060375321012,1350
060375321013,2029
060375321021,477
060375321022,832
060375322001,1229
060375322002,2090
060375322003,1636
060375323021,480
060375323022,208
060375323023,626
060375323031,655
060375323032,698
060375323033,468
060375323041,1230
060375323042,266
060375325001,955
060375325002,615
060375325003,725
060375326051,2094
060375326052,1000
060375326061,881
060375326062,1464
060375326063,1249
060375326071,1642
060375326072,373
060375326073,909
060375326074,510
060375326075,690
060375327001,685
060375327002,1830
060375328001,1655
060375328002,1252
060375329001,1205
060375329002,2237
060375329003,1649
060375330011,1614
060375330012,1063
060375330021,611
060375330022,986
060375331031,1414
060375331032,1051
060375331041,1883
060375331042,2398
060375331051,2365
060375331081,581
060375331082,2051
060375331083,1163
060375332011,767
060375332012,1046
060375332041,916
060375332042,881
060375332043,1152
060375333001,1111
060375333002,1401
060375334011,1585
060375334012,1175
060375334013,798
060375334021,1716
060375334022,1035
060375334031,1004
060375334032,427
060375335011,1019
060375335012,589
060375335041,795
060375335042,935
060375335043,922
060375336011,893
060375336012,2119
060375336013,538
060375336021,1141
060375336022,2056
060375336023,385
060375336031,1860
060375336032,698
060375336033,1838
060375337011,705
060375337012,1400
060375337021,1737
060375337022,918
060375337031,1342
060375337032,1906
060375338031,779
060375338032,550
060375338033,624
060375338034,1469
060375338041,577
060375338042,1030
060375338043,521
060375338051,1797
060375338052,582
060375338061,2229
060375339011,446
060375339012,1614
060375339013,1029
060375339014,1068
060375339021,1621
060375339022,1410
060375340011,1541
060375340012,1658
060375340013,861
060375340021,1729
060375340022,984
060375341011,641
060375341012,743
060375341021,821
060375341022,1365
060375341023,1563
060375341024,1221
060375342011,1887
060375342012,1339
060375342021,2033
060375342022,1103
060375342023,769
060375342031,1221
060375342032,1083
060375343011,1431
060375343012,2281
060375343021,1798
060375343022,1370
060375344031,2859
060375344041,1126
060375344042,1209
060375344051,1015
060375344052,1289
060375344053,950
060375344061,2543
060375344062,1693
060375345011,760
060375345012,537
060375345013,2185
060375345021,505
060375345022,275
060375347001,693
060375347002,511
060375348021,616
060375348022,605
060375348031,669
060375348032,659
060375348033,607
060375348041,1289
060375348042,822
060375349001,306
060375349002,1231
060375349003,1055
060375349004,1210
060375350011,983
060375350012,558
060375350013,619
060375350021,1110
060375350022,507
060375350023,707
060375351011,1225
060375351012,1777
060375351013,1180
060375351014,1498
060375351021,436
060375351022,1350
060375351023,954
060375352001,1239
060375352002,785
060375352003,351
060375353001,643
060375353002,589
060375353003,1028
060375353004,498
060375354001,775
060375354002,1046
060375355011,1159
060375355012,1219
060375355021,1766
060375355022,1347
060375355031,1292
060375356031,1077
060375356032,1696
060375356041,1361
060375356042,1062
060375356051,1750
060375356052,1282
060375356061,1100
060375356071,416
060375356072,268
060375356073,329
060375356074,367
060375357011,696
060375357012,1044
060375357013,1259
060375357021,787
060375357022,744
060375357023,717
060375357024,1325
060375358021,727
060375358022,382
060375358023,439
060375358024,996
060375358031,793
060375358032,786
060375358033,818
060375358041,1375
060375358042,2186
060375359011,336
060375359012,724
060375359013,1205
060375359014,594
060375359021,467
060375359022,127
060375359023,213
060375359024,802
060375360001,605
060375360002,1728
060375361021,822
060375361022,378
060375361031,228
060375361032,1126
060375361033,791
060375361041,536
060375361042,922
060375361043,451
060375362011,462
060375362012,281
060375362021,353
060375362022,465
060375362023,887
060375400001,855
060375400002,2298
060375400003,1031
060375401011,566
060375401012,414
060375401013,82
060375401014,386
060375401021,233
060375401022,202
060375401023,881
060375401024,91
060375402011,1100
060375402012,714
060375402021,2117
060375402022,749
060375402023,1648
060375402024,129
060375402031,1866
060375402032,1098
060375402033,631
060375403001,488
060375403002,208
060375403003,94
060375403004,870
060375404001,364
060375404002,530
060375405011,140
060375405012,296
060375405013,553
060375405014,242
060375405021,2606
060375405022,2042
060375405023,1038
060375406001,1879
060375406002,636
060375407001,561
060375407002,963
060375408001,62
060375408002,310
060375408003,214
060375408004,0
060375408005,571
060375409011,297
060375409012,517
060375409013,788
060375409021,493
060375409022,405
060375409023,660
060375409024,0
060375410031,280
060375410032,466
060375411001,521
060375411002,135
060375411003,169
060375412001,370
060375412002,36
060375412003,301
060375412004,439
060375413001,284
060375413002,509
060375413003,397
060375414011,1891
060375414012,549
060375414021,277
060375414022,802
060375414023,745
060375415001,1189
060375415002,1631
060375415003,819
060375416031,1148
060375416032,380
060375416041,1838
060375416042,522
060375416043,707
060375416051,688
060375416052,1441
060375416053,453
060375416061,964
060375416062,988
060375417001,339
060375417002,304
060375417003,199
060375417004,201
060375417005,359
060375418011,440
060375418012,1415
060375418013,944
060375418021,517
060375418022,366
060375418023,138
060375420001,35
060375420002,543
060375420003,675
060375421031,403
060375421032,231
060375421033,623
060375421041,703
060375421042,668
060375421051,982
060375421052,473
060375421053,1483
060375421061,1013
060375421062,564
060375421063,0
060375422001,412
060375422002,0
060375422003,181
060375422004,323
060375422005,833
060375424011,108
060375424012,473
060375424013,200
060375424014,786
060375424021,146
060375424022,784
060375424023,184
060375425011,1785
060375425012,855
060375425021,1492
060375425022,1482
060375425023,548
060375426011,1044
060375426012,1295
060375426021,751
060375426022,1265
060375426023,607
060375427001,906
060375427002,552
060375427003,789
060375428001,212
060375428002,282
060375429001,696
060375429002,399
060375430001,680
060375430002,548
060375430003,110
060375431001,362
060375431002,438
060375431003,277
060375431004,369
060375431005,0
060375432011,544
060375432012,1017
060375432031,636
060375432032,734
060375432033,721
060375432034,18
060375433041,135
060375433042,88
060375433043,92
060375433044,362
060375433051,234
060375433061,744
060375433062,211
060375433063,1014
060375433211,0
060375433212,909
060375433213,369
060375433221,367
060375433222,127
060375433223,147
060375433224,0
060375433225,0
060375434001,419
060375434002,251
060375434003,32
060375435011,295
060375435012,872
060375435013,682
060375435014,717
060375435021,853
060375435022,310
060375435023,373
060375435031,396
060375435032,203
060375435033,1480
060375436011,1166
060375436012,481
060375436031,56
060375436032,21
060375436051,131
060375436052,513
060375436061,690
060375436062,635
060375436071,83
060375436072,232
060375436073,228
060375437011,174
060375437012,454
060375437031,697
060375437032,372
060375437041,214
060375437042,475
060375437043,74
060375437051,268
060375437052,1162
060375438011,546
060375438012,443
060375438013,13
060375438031,751
060375438032,463
060375438041,236
060375438042,445
060375439031,451
060375439032,305
060375439051,257
060375439052,1836
060375439053,782
060375440011,0
060375440012,315
060375440013,948
060375440014,119
060375440021,0
060375440022,706
060375440023,297
060375501011,529
060375501012,127
060375501013,65
060375502011,480
060375502012,746
060375502021,612
060375502022,174
060375502023,530
060375502024,139
060375503011,24
060375503012,917
060375503013,285
060375503014,95
060375505011,1058
060375505012,1105
060375505021,167
060375505022,80
060375505023,364
060375505024,254
060375506011,1695
060375506012,50
060375506013,264
060375506014,826
060375506021,156
060375506022,194
060375506023,105
060375506024,41
060375507001,0
060375507002,239
060375507003,0
060375507004,350
060375507005,814
060375507006,0
060375508011,457
060375508012,239
060375508013,211
060375508014,739
060375508021,1244
060375508022,319
060375509011,1595
060375509012,294
060375509013,1559
060375509021,1623
060375509022,1493
060375509023,161
060375509024,293
060375510011,648
060375510012,0
060375510013,165
060375510021,737
060375510022,868
060375510023,184
060375511011,1184
060375511012,178
060375511013,1011
060375511021,992
060375511022,1618
060375511023,2060
060375512011,739
060375512012,1460
060375512031,209
060375512032,1242
060375512041,884
060375512042,1197
060375513001,1001
060375513002,1267
060375513003,2207
060375514011,1192
060375514012,1251
060375514021,187
060375514022,1432
060375514023,711
060375515011,1161
060375515012,185
060375515013,957
060375515021,1157
060375515022,1012
060375515023,136
060375517001,763
060375517002,680
060375517003,765
060375517004,462
060375518011,178
060375518012,1303
060375518021,1048
060375518022,688
060375518023,185
060375519001,210
060375519002,358
060375519003,288
060375519004,59
060375520011,568
060375520012,492
060375520013,0
060375520021,1359
060375520022,307
060375521001,37
060375521002,1170
060375521003,0
060375521004,356
060375521005,94
060375522001,1913
060375522002,558
060375522003,1073
060375522004,924
060375523011,36
060375523012,1166
060375523013,202
060375523021,1009
060375523022,60
060375523023,536
060375524001,284
060375524002,248
060375526011,124
060375526012,335
060375526013,636
060375526014,325
060375526021,366
060375526022,61
060375526023,784
060375527001,238
060375527002,48
060375527003,18
060375527004,108
060375527005,789
060375528001,150
060375528002,1102
060375528003,381
060375528004,276
060375529001,118
060375529002,554
060375529003,335
060375529004,2007
060375529005,73
060375530001,519
060375530002,53
060375530003,511
060375531001,1998
060375531002,73
060375531003,504
060375531004,1339
060375532011,545
060375532012,668
060375532013,122
060375532021,225
060375532022,310
060375532023,95
060375533001,164
060375533002,116
060375533003,401
060375534001,491
060375534002,682
060375534003,584
060375535021,1264
060375535022,1439
060375535031,1868
060375535041,766
060375535042,1194
060375535043,312
060375536011,2821
060375536012,370
060375536021,114
060375536022,2045
060375536023,661
060375537011,619
060375537012,909
060375537013,793
060375537021,748
060375537022,1352
060375538011,809
060375538012,159
060375538013,1905
060375538021,547
060375538022,844
060375538023,2016
060375539011,270
060375539012,944
060375539013,954
060375539014,765
060375539021,1015
060375539022,1598
060375539023,1285
060375540011,325
060375540012,747
060375540013,50
060375540014,350
060375540021,1554
060375540022,1356
060375540023,264
060375541011,194
060375541012,1946
060375541051,2853
060375541052,1456
060375541061,785
060375541062,1071
060375541063,566
060375542011,172
060375542012,144
060375542013,1226
060375542031,1074
060375542032,311
060375542033,984
060375542041,2047
060375542042,2254
060375543011,238
060375543012,1307
060375543013,566
060375543021,1948
060375543022,1883
060375544031,1940
060375544032,2424
060375544041,1279
060375544042,2389
060375544051,1592
060375544052,1302
060375544061,911
060375544062,274
060375544063,851
060375545111,1015
060375545112,373
060375545121,1181
060375545122,256
060375545123,313
060375545131,630
060375545141,586
060375545142,310
060375545143,683
060375545151,196
060375545152,468
060375545161,263
060375545162,291
060375545171,603
060375545172,760
060375545181,205
060375545182,425
060375545183,280
060375545191,128
060375545192,286
060375545211,565
060375545212,1010
060375545213,687
060375545221,119
060375545222,270
060375545223,587
060375546001,1129
060375546002,958
060375547001,442
060375547002,527
060375547003,242
060375548011,745
060375548012,255
060375548021,1073
060375548022,790
060375548023,516
060375549001,527
060375549002,321
060375549003,1125
060375549004,1835
060375549005,705
060375550011,189
060375550012,260
060375550013,1445
060375550014,17
060375550021,978
060375550022,1345
060375551051,1305
060375551052,395
060375551053,299
060375551054,900
060375551061,530
060375551062,997
060375551071,206
060375551072,699
060375551073,710
060375552021,58
060375552022,386
060375552111,928
060375552112,1191
060375552113,1178
060375552121,1804
060375552122,1563
060375553001,159
060375553002,84
060375553003,89
060375553004,58
060375700011,0
060375700012,301
060375700013,499
060375700014,512
060375700021,79
060375700022,112
060375700023,246
060375700031,41
060375700032,198
060375700033,290
060375700034,177
060375701001,274
060375701002,286
060375702021,596
060375702022,16
060375702023,327
060375702024,364
060375702025,562
060375702031,2023
060375702032,1234
060375702041,616
060375702042,2105
060375703031,1428
060375703032,1560
060375703041,874
060375703042,1589
060375703043,570
060375703051,2069
060375703052,964
060375703061,882
060375703062,317
060375704021,654
060375704022,186
060375704023,153
060375704031,847
060375704032,868
060375704033,1127
060375704041,370
060375704042,875
060375705021,1164
060375705022,746
060375705023,452
060375705024,530
060375705031,1066
060375705032,326
060375705041,677
060375705042,422
060375706011,1342
060375706012,977
060375706013,438
060375706021,1014
060375706022,565
060375706023,487
060375706024,844
060375706031,893
060375706032,2269
060375706033,942
060375707011,441
060375707012,2527
060375707013,61
060375707014,0
060375707015,470
060375707031,312
060375707032,276
060375708001,343
060375708002,307
060375708003,206
060375708004,348
060375708005,44
060375709011,100
060375709012,87
060375709013,573
060375709014,274
060375709015,141
060375709021,449
060375709022,302
060375709023,183
060375710001,0
060375710002,120
060375710003,153
060375710004,64
060375710005,0
060375710006,68
060375711011,24
060375711012,111
060375711013,17
060375711014,324
060375711015,101
060375711021,102
060375711022,137
060375711023,109
060375711024,60
060375711025,66
060375712011,448
060375712012,465
060375712013,192
060375712014,16
060375712021,514
060375712022,373
060375712023,327
060375713001,12
060375713002,115
060375713003,171
060375713004,20
060375714001,468
060375714002,241
060375714003,377
060375714004,175
060375715021,607
060375715022,401
060375715023,1106
060375715024,425
060375715041,298
060375715042,1103
060375715043,33
060375715044,841
060375715051,1326
060375715052,278
060375716001,2224
060375717011,2248
060375717012,1216
060375717013,1168
060375717031,258
060375717032,228
060375717033,1643
060375717041,988
060375717042,252
060375717043,1235
060375718001,432
060375718002,221
060375718003,321
060375719001,811
060375719002,772
060375719003,705
060375719004,540
060375720011,506
060375720012,705
060375720013,208
060375720014,450
060375722011,387
060375722012,368
060375722013,552
060375722014,706
060375722021,161
060375722022,0
060375722023,272
060375722024,660
060375723011,777
060375723012,975
060375725001,1931
060375725002,371
060375726001,192
060375726002,279
060375726003,540
060375726004,124
060375727001,282
060375727002,434
060375727003,342
060375727004,471
060375730021,1518
060375730022,1736
060375730031,677
060375730041,1247
060375730042,1282
060375730043,655
060375730044,967
060375731011,1661
060375731012,591
060375731013,1010
060375731021,1139
060375731022,151
060375732011,1434
060375732012,1504
060375732021,1840
060375732022,901
060375732023,1004
060375733001,2446
060375733002,507
060375734011,1161
060375734021,0
060375734022,2311
060375734023,615
060375734024,1000
060375734025,996
060375734031,180
060375734032,661
060375736011,39
060375736012,383
060375736013,0
060375736014,0
060375736015,0
060375736016,348
060375736017,62
060375736018,0
060375736019,25
060375737001,200
060375737002,59
060375737003,132
060375737004,134
060375738001,130
060375738002,107
060375738003,101
060375738004,43
060375739021,259
060375740001,19
060375740002,26
060375740003,178
060375740004,72
060375740005,156
060375741001,449
060375741002,43
060375741003,128
060375741004,478
060375741005,146
060375742011,58
060375742012,257
060375742013,241
060375742021,615
060375742022,414
060375743001,0
060375743002,327
060375743003,948
060375743004,88
060375743005,252
060375743006,99
060375744001,122
060375744002,161
060375744003,99
060375744004,185
060375744005,137
060375744006,149
060375745001,477
060375745002,531
060375745003,399
060375745004,252
060375746021,157
060375748001,81
060375748002,854
060375748003,165
060375749011,461
060375749012,212
060375749013,121
060375749014,190
060375749021,183
060375749022,2000
060375749023,1984
060375750011,495
060375750012,2067
060375750021,1358
060375750022,827
060375750023,665
060375751011,2071
060375751012,1505
060375751021,1959
060375751022,1639
060375751031,1737
060375751032,1354
060375751033,1299
060375752011,1251
060375752012,1480
060375752013,1248
060375752021,851
060375752022,1642
060375752023,652
060375753001,751
060375753002,1026
060375753003,2244
060375754011,260
060375754012,1775
060375754013,2301
060375754021,3040
060375754022,417
060375758011,1572
060375758012,600
060375758021,1946
060375758022,2212
060375758031,1603
060375758032,1016
060375759011,736
060375759012,1063
060375759013,294
060375759014,669
060375759021,1464
060375759022,1525
060375759023,1159
060375760011,698
060375760012,1316
060375760013,1436
060375762001,708
060375762002,1017
060375762003,908
060375762004,540
060375762005,1035
060375763011,1804
060375763012,856
060375763013,1199
060375763014,493
060375763021,365
060375763022,1007
060375763023,1344
060375764011,979
060375764012,3005
060375764021,1837
060375764022,2108
060375764031,1828
060375764032,2295
060375765011,1993
060375765012,779
060375765021,2779
060375765022,900
060375765023,651
060375765031,1910
060375765032,1309
060375766011,408
060375766012,859
060375766013,1809
060375766020,0
060375766021,1031
060375766022,1008
060375766023,1344
060375766024,740
060375767001,672
060375767002,441
060375767003,1027
060375768011,970
060375768012,763
060375768013,1309
060375768021,1902
060375768022,1338
060375769011,2097
060375769012,1062
060375769013,1335
060375769031,1912
060375769032,1094
060375769041,1286
060375769042,901
060375770001,1771
060375770002,1788
060375770003,841
060375770004,549
060375770005,329
060375771001,812
060375771002,437
060375771003,1040
060375771004,1513
060375771005,1387
060375772001,947
060375772002,1112
060375772003,1113
060375772004,1318
060375773001,1022
060375773002,853
060375773003,320
060375773004,691
060375773005,553
060375773006,573
060375774001,138
060375774002,146
060375774003,819
060375774004,721
060375775011,445
060375775012,244
060375775013,247
060375775041,365
060375775042,295
060375776021,741
060375776022,92
060375776041,193
060375776051,461
060375776052,92
060375776053,129
060375776061,996
060375776062,1207
060375777001,127
060375777002,783
060375777003,787
060375778001,213
060375778002,478
060375778003,527
060375779001,11
060375779002,490
060375779003,334
060375779004,1801
060375780001,1390
060375780002,2433
060375780003,189
060375780004,586
060375781001,0
060375990001,668
060375990002,530
060375990003,327
060375990004,782
060375991001,0
060375991002,381
060376001001,2585
060376001002,1000
060376001003,2027
060376002011,2013
060376002012,1318
060376002013,778
060376002021,1441
060376002022,2436
060376002023,1263
060376003021,133
060376003022,243
060376003023,360
060376003031,678
060376003032,1414
060376003033,1509
060376003041,1393
060376003042,921
060376003043,960
060376004001,1195
060376004002,62
060376004003,14
060376004004,641
060376005011,256
060376005012,467
060376006011,430
060376006012,559
060376006013,159
060376006021,2501
060376007021,18
060376007022,95
060376007023,1622
060376007031,386
060376007041,490
060376007042,925
060376008011,42
060376008012,199
060376008013,182
060376008014,0
060376008021,101
060376008022,454
060376008023,934
060376009021,821
060376009022,1590
060376009023,1178
060376009024,1189
060376009111,702
060376009112,633
060376009121,1205
060376009122,688
060376009123,270
060376010011,832
060376010012,819
060376010021,1044
060376010022,1151
060376010023,1464
060376011001,1497
060376011002,2020
060376011003,2171
060376012021,590
060376012022,370
060376012023,858
060376012111,1124
060376012112,1251
060376012121,1320
060376012122,1010
060376012123,1936
060376012124,692
060376013011,176
060376013012,386
060376013021,112
060376013022,2200
060376013023,1468
060376013024,1652
060376013031,1235
060376013032,1063
060376013033,2428
060376014011,1421
060376014012,1059
060376014013,1107
060376014021,708
060376014022,613
060376014023,417
060376014024,366
060376015011,1069
060376015012,2106
060376015021,1114
060376015022,1189
060376016001,736
060376016002,1022
060376016003,477
060376017001,1168
060376017002,1746
060376017003,1170
060376018011,832
060376018012,1091
060376018021,774
060376018022,892
060376018023,880
060376019001,1997
060376019002,1817
060376020021,1155
060376020022,886
060376020031,1593
060376020032,1383
060376021031,1708
060376021032,852
060376021033,1269
060376021041,2746
060376021042,1795
060376021051,707
060376021052,2051
060376021061,2238
060376021062,2519
060376021063,131
060376022011,488
060376022012,1064
060376022013,31
060376022014,59
060376022021,315
060376022022,895
060376023011,509
060376023012,643
060376023013,272
060376023014,239
060376023015,0
060376023021,210
060376023022,76
060376023023,281
060376023024,345
060376024021,1126
060376024022,370
060376024023,777
060376024024,1051
060376024025,147
060376024031,1118
060376024032,1318
060376024033,993
060376024041,704
060376024042,1931
060376024043,2067
060376025041,2598
060376025042,1993
060376025051,2592
060376025052,1812
060376025061,1667
060376025062,2025
060376025071,2517
060376025072,2003
060376025101,1190
060376025102,1850
060376025111,1777
060376025112,2735
060376025121,239
060376025122,723
060376025131,1272
060376026011,773
060376026012,464
060376026013,0
060376026014,357
060376026021,904
060376026022,499
060376027001,355
060376027002,199
060376028011,1968
060376028012,905
060376028021,134
060376028022,0
060376028023,72
060376028024,228
060376029001,837
060376029002,739
060376029003,678
060376030041,1351
060376030051,2334
060376030052,1188
060376030053,1349
060376030061,682
060376030062,151
060376030071,904
060376030072,1224
060376030081,1507
060376030082,789
060376031011,1055
060376031012,915
060376031013,879
060376031021,1648
060376031022,547
060376031023,492
060376032001,509
060376032002,433
060376032003,151
060376033011,509
060376033012,787
060376033013,671
060376033021,562
060376033022,687
060376033023,390
060376034001,698
060376034002,532
060376034003,139
060376035001,255
060376035002,81
060376035003,297
060376036001,696
060376036002,21
060376036003,428
060376037021,356
060376037022,171
060376037023,72
060376037024,0
060376037031,69
060376037032,130
060376037051,2106
060376037061,1348
060376037062,1704
060376038011,1855
060376038012,470
060376038013,248
060376038021,1851
060376038022,341
060376039011,1702
060376039012,376
060376039021,1038
060376039022,787
060376040011,1065
060376040012,1028
060376040013,654
060376040021,606
060376040022,1395
060376040023,344
060376040024,392
060376041011,853
060376041012,1412
060376041013,579
060376041021,762
060376041022,851
060376042001,234
060376042002,278
060376042003,1448
060376042004,896
060376099001,524
060376099002,259
060376200011,523
060376200012,902
060376200013,626
060376200021,1073
060376200022,507
060376200023,548
060376201011,328
060376201012,930
060376201013,964
060376201021,573
060376201022,688
060376201023,1224
060376202011,569
060376202012,535
060376203011,234
060376203012,20
060376203013,76
060376203014,131
060376203031,184
060376203032,509
060376203033,368
060376203034,172
060376203051,603
060376203052,483
060376203053,227
060376203054,64
060376203055,336
060376203056,357
060376203057,426
060376204001,208
060376204002,306
060376204003,319
060376204004,456
060376205011,792
060376205012,367
060376205013,42
060376205014,361
060376205015,410
060376205016,354
060376205211,1088
060376205212,414
060376205213,501
060376205214,390
060376205221,632
060376205222,1048
