"GEO_ID","NAME","B25008_001E","B25008_001M","B25008_002E","B25008_002M","B25008_003E","B25008_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"1500000US060371317012","Block Group 2, Census Tract 1317.01, Los Angeles County, California","2384","503","1328","433","1056","470",
"1500000US060371317021","Block Group 1, Census Tract 1317.02, Los Angeles County, California","2629","640","1561","491","1068","412",
"1500000US060371317022","Block Group 2, Census Tract 1317.02, Los Angeles County, California","1506","588","1440","572","66","97",
"1500000US060371318011","Block Group 1, Census Tract 1318.01, Los Angeles County, California","3050","554","485","355","2565","454",
"1500000US060371318021","Block Group 1, Census Tract 1318.02, Los Angeles County, California","1447","337","1261","349","186","126",
"1500000US060371318022","Block Group 2, Census Tract 1318.02, Los Angeles County, California","1117","390","981","404","136","132",
"1500000US060371319001","Block Group 1, Census Tract 1319, Los Angeles County, California","1203","333","788","302","415","273",
"1500000US060371319002","Block Group 2, Census Tract 1319, Los Angeles County, California","886","592","844","589","42","43",
"1500000US060371319003","Block Group 3, Census Tract 1319, Los Angeles County, California","1222","430","1025","424","197","128",
"1500000US060371319004","Block Group 4, Census Tract 1319, Los Angeles County, California","1157","355","916","340","241","203",
"1500000US060371320011","Block Group 1, Census Tract 1320.01, Los Angeles County, California","1312","457","1136","381","176","237",
"1500000US060371320012","Block Group 2, Census Tract 1320.01, Los Angeles County, California","706","290","625","273","81","106",
"1500000US060371320013","Block Group 3, Census Tract 1320.01, Los Angeles County, California","1188","459","292","203","896","371",
"1500000US060371320021","Block Group 1, Census Tract 1320.02, Los Angeles County, California","1524","809","662","362","862","733",
"1500000US060371320022","Block Group 2, Census Tract 1320.02, Los Angeles County, California","957","393","626","344","331","242",
"1500000US060371320023","Block Group 3, Census Tract 1320.02, Los Angeles County, California","1102","293","515","149","587","290",
"1500000US060371321011","Block Group 1, Census Tract 1321.01, Los Angeles County, California","1062","315","793","292","269","184",
"1500000US060371321012","Block Group 2, Census Tract 1321.01, Los Angeles County, California","2101","1260","492","380","1609","1263",
"1500000US060371321013","Block Group 3, Census Tract 1321.01, Los Angeles County, California","1429","411","620","295","809","381",
"1500000US060371321021","Block Group 1, Census Tract 1321.02, Los Angeles County, California","231","152","108","56","123","146",
"1500000US060371321022","Block Group 2, Census Tract 1321.02, Los Angeles County, California","1378","355","745","330","633","268",
"1500000US060371321023","Block Group 3, Census Tract 1321.02, Los Angeles County, California","3733","616","1743","598","1990","517",
"1500000US060371323011","Block Group 1, Census Tract 1323.01, Los Angeles County, California","2096","367","57","70","2039","358",
"1500000US060371323012","Block Group 2, Census Tract 1323.01, Los Angeles County, California","1978","689","502","587","1476","642",
"1500000US060371323021","Block Group 1, Census Tract 1323.02, Los Angeles County, California","1462","638","770","283","692","625",
"1500000US060371323022","Block Group 2, Census Tract 1323.02, Los Angeles County, California","1897","549","439","311","1458","478",
"1500000US060371325011","Block Group 1, Census Tract 1325.01, Los Angeles County, California","2251","496","620","225","1631","498",
"1500000US060371325012","Block Group 2, Census Tract 1325.01, Los Angeles County, California","2198","915","1609","865","589","358",
"1500000US060371325021","Block Group 1, Census Tract 1325.02, Los Angeles County, California","2064","383","1026","345","1038","373",
"1500000US060371325022","Block Group 2, Census Tract 1325.02, Los Angeles County, California","1068","372","663","283","405","250",
"1500000US060371327001","Block Group 1, Census Tract 1327, Los Angeles County, California","878","380","683","367","195","158",
"1500000US060371327002","Block Group 2, Census Tract 1327, Los Angeles County, California","2043","459","330","168","1713","421",
"1500000US060371327003","Block Group 3, Census Tract 1327, Los Angeles County, California","1795","481","1578","495","217","210",
"1500000US060371329001","Block Group 1, Census Tract 1329, Los Angeles County, California","1096","250","922","263","174","114",
"1500000US060371329002","Block Group 2, Census Tract 1329, Los Angeles County, California","2646","687","1246","551","1400","428",
"1500000US060371330001","Block Group 1, Census Tract 1330, Los Angeles County, California","2037","574","1056","410","981","579",
"1500000US060371330002","Block Group 2, Census Tract 1330, Los Angeles County, California","1626","457","1272","416","354","282",
"1500000US060371330003","Block Group 3, Census Tract 1330, Los Angeles County, California","608","261","506","266","102","110",
"1500000US060371331011","Block Group 1, Census Tract 1331.01, Los Angeles County, California","566","217","477","192","89","105",
"1500000US060371331012","Block Group 2, Census Tract 1331.01, Los Angeles County, California","1110","260","514","163","596","247",
"1500000US060371331021","Block Group 1, Census Tract 1331.02, Los Angeles County, California","2431","513","1071","423","1360","337",
"1500000US060371331022","Block Group 2, Census Tract 1331.02, Los Angeles County, California","1065","257","253","125","812","236",
"1500000US060371340011","Block Group 1, Census Tract 1340.01, Los Angeles County, California","1046","336","637","280","409","214",
"1500000US060371340012","Block Group 2, Census Tract 1340.01, Los Angeles County, California","2705","413","759","238","1946","333",
"1500000US060371340021","Block Group 1, Census Tract 1340.02, Los Angeles County, California","909","402","583","287","326","317",
"1500000US060371340022","Block Group 2, Census Tract 1340.02, Los Angeles County, California","2827","481","1036","326","1791","545",
"1500000US060371341011","Block Group 1, Census Tract 1341.01, Los Angeles County, California","2881","629","775","350","2106","567",
"1500000US060371341012","Block Group 2, Census Tract 1341.01, Los Angeles County, California","2375","586","1890","528","485","348",
"1500000US060371341031","Block Group 1, Census Tract 1341.03, Los Angeles County, California","3030","890","1409","454","1621","833",
"1500000US060371341032","Block Group 2, Census Tract 1341.03, Los Angeles County, California","1344","299","1006","285","338","180",
"1500000US060371341041","Block Group 1, Census Tract 1341.04, Los Angeles County, California","2516","480","998","305","1518","403",
"1500000US060371341042","Block Group 2, Census Tract 1341.04, Los Angeles County, California","1768","438","1010","326","758","359",
"1500000US060371342011","Block Group 1, Census Tract 1342.01, Los Angeles County, California","1289","388","782","250","507","365",
"1500000US060371342012","Block Group 2, Census Tract 1342.01, Los Angeles County, California","821","301","821","301","0","13",
"1500000US060371342013","Block Group 3, Census Tract 1342.01, Los Angeles County, California","2458","675","1775","619","683","289",
"1500000US060371343021","Block Group 1, Census Tract 1343.02, Los Angeles County, California","924","353","716","265","208","229",
"1500000US060371343022","Block Group 2, Census Tract 1343.02, Los Angeles County, California","1788","408","1458","362","330","322",
"1500000US060371343023","Block Group 3, Census Tract 1343.02, Los Angeles County, California","1351","490","854","279","497","523",
"1500000US060371343031","Block Group 1, Census Tract 1343.03, Los Angeles County, California","889","274","811","287","78","130",
"1500000US060371343032","Block Group 2, Census Tract 1343.03, Los Angeles County, California","1054","408","464","301","590","325",
"1500000US060371343033","Block Group 3, Census Tract 1343.03, Los Angeles County, California","1462","453","1195","439","267","225",
"1500000US060371343034","Block Group 4, Census Tract 1343.03, Los Angeles County, California","2048","480","1379","353","669","438",
"1500000US060371343041","Block Group 1, Census Tract 1343.04, Los Angeles County, California","959","234","443","141","516","200",
"1500000US060371343042","Block Group 2, Census Tract 1343.04, Los Angeles County, California","1693","209","1368","220","325","116",
"1500000US060371343051","Block Group 1, Census Tract 1343.05, Los Angeles County, California","1318","508","141","188","1177","488",
"1500000US060371343052","Block Group 2, Census Tract 1343.05, Los Angeles County, California","862","314","0","13","862","314",
"1500000US060371343053","Block Group 3, Census Tract 1343.05, Los Angeles County, California","1546","400","0","13","1546","400",
"1500000US060371343061","Block Group 1, Census Tract 1343.06, Los Angeles County, California","2426","731","468","302","1958","817",
"1500000US060371343062","Block Group 2, Census Tract 1343.06, Los Angeles County, California","1845","426","538","228","1307","403",
"1500000US060371344211","Block Group 1, Census Tract 1344.21, Los Angeles County, California","1635","486","1524","483","111","172",
"1500000US060371344212","Block Group 2, Census Tract 1344.21, Los Angeles County, California","1425","397","1178","390","247","267",
"1500000US060371344213","Block Group 3, Census Tract 1344.21, Los Angeles County, California","1361","284","1232","263","129","124",
"1500000US060371344221","Block Group 1, Census Tract 1344.22, Los Angeles County, California","1418","425","1005","319","413","363",
"1500000US060371344222","Block Group 2, Census Tract 1344.22, Los Angeles County, California","3359","605","2967","584","392","228",
"1500000US060371344231","Block Group 1, Census Tract 1344.23, Los Angeles County, California","1418","296","1347","288","71","90",
"1500000US060371344232","Block Group 2, Census Tract 1344.23, Los Angeles County, California","1967","383","1512","314","455","246",
"1500000US060371344241","Block Group 1, Census Tract 1344.24, Los Angeles County, California","1740","294","1462","237","278","208",
