Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A17006B_001,SE_A17006B_002,SE_A17006B_003,PCT_SE_A17006B_002,PCT_SE_A17006B_003
"06037183221","Census Tract 1832.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1832.21",,,,43,18,25,41.86,58.14
"06037183222","Census Tract 1832.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1832.22",,,,10,10,0,100,0
"06037183300","Census Tract 1833, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1833",,,,15,15,0,100,0
"06037183401","Census Tract 1834.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1834.01",,,,17,8,9,47.06,52.94
"06037183402","Census Tract 1834.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1834.02",,,,36,36,0,100,0
"06037183510","Census Tract 1835.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1835.10",,,,0,0,0,,
"06037183520","Census Tract 1835.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1835.20",,,,14,14,0,100,0
"06037183610","Census Tract 1836.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1836.10",,,,0,0,0,,
"06037183620","Census Tract 1836.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1836.20",,,,16,16,0,100,0
"06037183701","Census Tract 1837.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1837.01",,,,21,0,21,0,100
"06037183702","Census Tract 1837.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1837.02",,,,58,45,13,77.59,22.41
"06037183810","Census Tract 1838.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1838.10",,,,0,0,0,,
"06037183820","Census Tract 1838.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1838.20",,,,109,82,27,75.23,24.77
"06037185101","Census Tract 1851.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"185101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1851.01",,,,31,31,0,100,0
"06037185102","Census Tract 1851.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"185102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1851.02",,,,56,56,0,100,0
"06037185202","Census Tract 1852.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"185202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1852.02",,,,12,12,0,100,0
"06037185203","Census Tract 1852.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"185203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1852.03",,,,0,0,0,,
"06037185204","Census Tract 1852.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"185204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1852.04",,,,40,34,6,85,15
"06037185310","Census Tract 1853.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"185310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1853.10",,,,18,18,0,100,0
"06037185320","Census Tract 1853.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"185320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1853.20",,,,15,15,0,100,0
"06037186100","Census Tract 1861, Los Angeles County, California","ca","140","00",,,,"06","037",,,"186100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1861",,,,42,42,0,100,0
"06037186201","Census Tract 1862.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"186201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1862.01",,,,0,0,0,,
"06037186202","Census Tract 1862.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"186202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1862.02",,,,74,74,0,100,0
"06037186203","Census Tract 1862.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"186203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1862.03",,,,7,7,0,100,0
"06037186301","Census Tract 1863.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"186301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1863.01",,,,98,67,31,68.37,31.63
"06037186302","Census Tract 1863.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"186302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1863.02",,,,17,17,0,100,0
"06037186401","Census Tract 1864.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"186401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1864.01",,,,34,34,0,100,0
"06037186403","Census Tract 1864.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"186403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1864.03",,,,20,20,0,100,0
"06037186404","Census Tract 1864.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"186404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1864.04",,,,8,8,0,100,0
"06037187101","Census Tract 1871.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"187101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1871.01",,,,0,0,0,,
"06037187102","Census Tract 1871.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"187102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1871.02",,,,96,96,0,100,0
"06037187200","Census Tract 1872, Los Angeles County, California","ca","140","00",,,,"06","037",,,"187200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1872",,,,25,25,0,100,0
"06037187300","Census Tract 1873, Los Angeles County, California","ca","140","00",,,,"06","037",,,"187300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1873",,,,105,105,0,100,0
"06037188100","Census Tract 1881, Los Angeles County, California","ca","140","00",,,,"06","037",,,"188100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1881",,,,57,57,0,100,0
"06037188201","Census Tract 1882.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"188201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1882.01",,,,75,75,0,100,0
"06037188202","Census Tract 1882.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"188202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1882.02",,,,179,179,0,100,0
"06037188300","Census Tract 1883, Los Angeles County, California","ca","140","00",,,,"06","037",,,"188300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1883",,,,12,12,0,100,0
"06037189101","Census Tract 1891.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1891.01",,,,41,41,0,100,0
"06037189102","Census Tract 1891.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1891.02",,,,26,15,11,57.69,42.31
"06037189201","Census Tract 1892.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1892.01",,,,45,21,24,46.67,53.33
"06037189202","Census Tract 1892.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1892.02",,,,79,79,0,100,0
"06037189300","Census Tract 1893, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1893",,,,22,22,0,100,0
"06037189400","Census Tract 1894, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1894",,,,255,255,0,100,0
"06037189501","Census Tract 1895.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1895.01",,,,187,187,0,100,0
"06037189502","Census Tract 1895.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1895.02",,,,151,151,0,100,0
"06037189600","Census Tract 1896, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1896",,,,121,121,0,100,0
"06037189702","Census Tract 1897.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1897.02",,,,70,25,45,35.71,64.29
"06037189703","Census Tract 1897.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1897.03",,,,118,118,0,100,0
"06037189704","Census Tract 1897.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1897.04",,,,24,24,0,100,0
"06037189801","Census Tract 1898.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1898.01",,,,57,57,0,100,0
"06037189802","Census Tract 1898.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1898.02",,,,39,39,0,100,0
"06037189903","Census Tract 1899.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1899.03",,,,69,69,0,100,0
"06037189904","Census Tract 1899.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1899.04",,,,149,149,0,100,0
"06037189905","Census Tract 1899.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1899.05",,,,170,154,16,90.59,9.41
"06037189906","Census Tract 1899.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1899.06",,,,176,176,0,100,0
"06037189907","Census Tract 1899.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"189907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1899.07",,,,163,142,21,87.12,12.88
"06037190101","Census Tract 1901.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1901.01",,,,173,173,0,100,0
"06037190102","Census Tract 1901.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1901.02",,,,40,40,0,100,0
"06037190201","Census Tract 1902.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1902.01",,,,181,141,40,77.9,22.1
"06037190202","Census Tract 1902.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1902.02",,,,575,575,0,100,0
"06037190302","Census Tract 1903.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1903.02",,,,77,77,0,100,0
"06037190303","Census Tract 1903.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1903.03",,,,52,52,0,100,0
"06037190401","Census Tract 1904.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1904.01",,,,130,96,34,73.85,26.15
"06037190402","Census Tract 1904.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1904.02",,,,79,67,12,84.81,15.19
"06037190510","Census Tract 1905.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1905.10",,,,194,194,0,100,0
"06037190520","Census Tract 1905.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1905.20",,,,174,168,6,96.55,3.45
"06037190701","Census Tract 1907.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1907.01",,,,44,44,0,100,0
"06037190702","Census Tract 1907.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1907.02",,,,87,24,63,27.59,72.41
"06037190801","Census Tract 1908.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1908.01",,,,203,171,32,84.24,15.76
"06037190802","Census Tract 1908.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1908.02",,,,187,166,21,88.77,11.23
"06037190901","Census Tract 1909.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1909.01",,,,92,51,41,55.43,44.57
"06037190902","Census Tract 1909.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"190902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1909.02",,,,179,149,30,83.24,16.76
"06037191000","Census Tract 1910, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1910",,,,178,149,29,83.71,16.29
"06037191110","Census Tract 1911.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1911.10",,,,0,0,0,,
"06037191120","Census Tract 1911.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1911.20",,,,1,0,1,0,100
"06037191201","Census Tract 1912.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1912.01",,,,128,128,0,100,0
"06037191203","Census Tract 1912.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1912.03",,,,68,68,0,100,0
"06037191204","Census Tract 1912.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1912.04",,,,80,80,0,100,0
"06037191301","Census Tract 1913.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1913.01",,,,58,58,0,100,0
"06037191302","Census Tract 1913.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1913.02",,,,8,8,0,100,0
"06037191410","Census Tract 1914.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1914.10",,,,31,31,0,100,0
"06037191420","Census Tract 1914.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1914.20",,,,24,17,7,70.83,29.17
"06037191500","Census Tract 1915, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1915",,,,74,12,62,16.22,83.78
"06037191610","Census Tract 1916.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1916.10",,,,200,172,28,86,14
"06037191620","Census Tract 1916.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1916.20",,,,65,37,28,56.92,43.08
"06037191710","Census Tract 1917.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1917.10",,,,12,12,0,100,0
"06037191720","Census Tract 1917.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1917.20",,,,213,166,47,77.93,22.07
"06037191810","Census Tract 1918.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1918.10",,,,308,226,82,73.38,26.62
"06037191820","Census Tract 1918.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1918.20",,,,159,151,8,94.97,5.03
"06037191901","Census Tract 1919.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1919.01",,,,367,347,20,94.55,5.45
"06037191902","Census Tract 1919.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1919.02",,,,44,44,0,100,0
"06037192001","Census Tract 1920.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1920.01",,,,109,95,14,87.16,12.84
"06037192002","Census Tract 1920.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1920.02",,,,58,58,0,100,0
"06037192300","Census Tract 1923, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1923",,,,24,24,0,100,0
"06037192410","Census Tract 1924.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1924.10",,,,191,180,11,94.24,5.76
"06037192420","Census Tract 1924.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1924.20",,,,35,23,12,65.71,34.29
"06037192510","Census Tract 1925.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1925.10",,,,9,9,0,100,0
"06037192520","Census Tract 1925.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1925.20",,,,125,125,0,100,0
"06037192610","Census Tract 1926.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1926.10",,,,72,31,41,43.06,56.94
"06037192620","Census Tract 1926.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1926.20",,,,40,40,0,100,0
"06037192700","Census Tract 1927, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1927",,,,37,0,37,0,100
"06037194101","Census Tract 1941.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1941.01",,,,75,75,0,100,0
"06037194102","Census Tract 1941.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1941.02",,,,28,28,0,100,0
"06037194200","Census Tract 1942, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1942",,,,0,0,0,,
"06037194300","Census Tract 1943, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1943",,,,33,33,0,100,0
"06037194401","Census Tract 1944.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1944.01",,,,97,82,15,84.54,15.46
"06037194402","Census Tract 1944.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1944.02",,,,31,17,14,54.84,45.16
"06037194500","Census Tract 1945, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1945",,,,39,23,16,58.97,41.03
"06037195100","Census Tract 1951, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1951",,,,30,30,0,100,0
"06037195201","Census Tract 1952.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1952.01",,,,25,9,16,36,64
"06037195202","Census Tract 1952.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1952.02",,,,20,20,0,100,0
"06037195300","Census Tract 1953, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1953",,,,112,104,8,92.86,7.14
"06037195400","Census Tract 1954, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1954",,,,162,162,0,100,0
"06037195500","Census Tract 1955, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1955",,,,11,11,0,100,0
"06037195600","Census Tract 1956, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1956",,,,25,12,13,48,52
"06037195710","Census Tract 1957.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1957.10",,,,94,76,18,80.85,19.15
"06037195720","Census Tract 1957.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1957.20",,,,54,29,25,53.7,46.3
"06037195802","Census Tract 1958.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.02",,,,23,23,0,100,0
"06037195803","Census Tract 1958.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.03",,,,56,44,12,78.57,21.43
"06037195804","Census Tract 1958.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.04",,,,32,32,0,100,0
"06037195901","Census Tract 1959.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.01",,,,0,0,0,,
"06037195902","Census Tract 1959.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.02",,,,35,35,0,100,0
"06037195903","Census Tract 1959.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.03",,,,50,31,19,62,38
"06037197200","Census Tract 1972, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1972",,,,59,59,0,100,0
"06037197300","Census Tract 1973, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1973",,,,82,82,0,100,0
"06037197410","Census Tract 1974.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1974.10",,,,43,43,0,100,0
"06037197420","Census Tract 1974.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1974.20",,,,106,104,2,98.11,1.89
"06037197500","Census Tract 1975, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1975",,,,120,120,0,100,0
"06037197600","Census Tract 1976, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1976",,,,7,7,0,100,0
"06037197700","Census Tract 1977, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1977",,,,42,42,0,100,0
"06037199001","Census Tract 1990.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1990.01",,,,0,0,0,,
"06037199002","Census Tract 1990.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1990.02",,,,60,41,19,68.33,31.67
"06037199110","Census Tract 1991.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1991.10",,,,5,5,0,100,0
